title,authors,year,url
Topology-Based Visualization Techniques for Scientific Data Exploration,L Yan,2025,https://ieeexplore.ieee.org/abstract/document/11120865/
Analyzing Time-Varying Scalar Fields using Piecewise-Linear Morse-Cerf Theory,"A Dhar, A Chakraborty … - 2025 IEEE Visualization …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298866/
[CITATION] [C] Critical Points of Uncertain Scalar Fields : With Applications to the North Atlantic Oscillation,D Vietinghoff,2024,
Robust Cut for Hierarchical Clustering and Merge Trees.,"D Banesh, JP Ahrens , R Bujack",2024,https://diglib.eg.org/bitstreams/4748f424-3fcb-4350-95eb-84a26af0a0c1/download
ParkView: Visualizing Monotone Interleavings,"T Beurskens, S Van Den Broek … - 2025 IEEE 18th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11021019/
Heterogeneous Hierarchical Map Representation for Robotics Using Morse Smale Theory,"M Law San, R Marie , O Labbani-Igbida - Asian Conference on Pattern …, 2025",2025,https://link.springer.com/chapter/10.1007/978-981-95-4395-3_30
Time‐varying Extremum Graphs,"S Das , R Sridharamurthy … - Computer Graphics …, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15162
Exploring cyclone evolution with hierarchical features,"E Nilsson, J Lukasczyk, W Engelke … - … data analysis and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9975824/
Tracking Low-Level Cloud Systems with Topology,"M Li , D Chatterjee, F Glassmeier… - 2025 IEEE Workshop …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298805/
Extremum Graph Layout and Visualization,N Gour,2022,https://vgl.csa.iisc.ac.in/pdf/pub/NandiniGourMTechThesis.pdf
Singularity theory in the context of topological analysis for visualization,"D Sakurai - Deepening and Evolution of Applied Singularity …, 2025",2025,https://projecteuclid.org/ebook/download?urlId=10.2969/aspm/08910059&isFullBook=false
EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,"Y Li , M Xia , X Liang , B Wang, H Guo",2026,https://arxiv.org/abs/2604.01397
A Topological Distance Measure between Multi- Fields for Classification and Analysis of Shapes and Data,"Y Ramamurthi, A Chattopadhyay - arXiv preprint arXiv:2303.02902, 2023",2023,https://arxiv.org/abs/2303.02902
Topology Aware Neural Interpolation of Scalar Fields,"M Kissi, K Sisouk, JA Levine … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298876/
Directional Sign Loss: A Topology-Preserving Loss Function that Approximates the Sign of Finite Differences,"H Dam, T Agarwal , G Gopalakrishnan",2025,https://arxiv.org/abs/2504.04202
A general framework for augmenting lossy compressors with topological guarantees,"N Gorski , X Liang , H Guo , L Yan … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10989781/
Probabilistic gradient-based extrema tracking,"E Nilsson, J Lukasczyk, TB Masood … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363136/
Level of Detail Visual Analysis of Structures in Solid-State Materials.,"SS Thygesen , AI Abrikosov , P Steneteg … - EuroVis (Short …, 2023",2023,https://diglib.eg.org/bitstream/handle/10.2312/evs20231043/055-059.pdf
Topology-Driven Visual Analysis of Structures in Dynamic Spatial Data,F Rasheed,2026,https://books.google.com/books?hl=en&lr=&id=GQnLEQAAQBAJ&oi=fnd&pg=PR3&dq=%22merge+tree%22+distance+scalar+field&ots=OYY2HDbLHj&sig=oe9G5RdnEIVbvBU1YuwYT7TzvEE
Topological Representations for Data Analysis: Use Cases on Instabilities and Turbulences,"F Vivodtzev , F Nauleau, A Casner … - EPJ Web of …, 2024",2024,https://www.epj-conferences.org/articles/epjconf/abs/2024/12/epjconf_snamc2024_03008/epjconf_snamc2024_03008.html
TopoSZ: Preserving topology in error-bounded lossy compression,"L Yan , X Liang , H Guo , B Wang",2023,https://ieeexplore.ieee.org/abstract/document/10309863/
Discrete morse sandwich: Fast computation of persistence diagrams for scalar data–an algorithm and a benchmark,"P Guillou, J Vidal, J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10021892/
Level of Detail Visual Analysis of Structures in Solid-State Materials,"S Sidwall Thygesen, AI Abrikosov , P Steneteg … - EuroVis 2023, 2023",2023,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1786214
A Practical Solver for Scalar Data Topological Simplification,"M Kissi, M Pont , JA Levine … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10675436/
TROPHY: A topologically robust physics-informed tracking framework for tropical cyclones,"L Yan , H Guo , T Peterka , B Wang … - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10309869/
Analyse en Géodésiques Principales d'Arbres de Fusion (et de Diagrammes de Persistance),"M Pont , J Vidal, J Tierny",N/A,https://journee-visu.github.io/2023/submissions/Pont_et_al.pdf
Hands-On TTK Tutorial: Solving Practical Problems in Small Groups,"J Lukasczyk, C Garth , M Will , M Pont , J Tierny",2025,https://hal.science/hal-05360486/
"The DOPE Distance is SIC: A Stable, Informative, and Computable Metric on Time Series And Ordered Merge Trees","CJ Tralie , Z Schlamowitz, J Arbelo, AI Delgado… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2212.01648
Topological shape matching using multi-dimensional reeb graphs,"Y Ramamurthi, A Chattopadhyay - Proceedings of the Thirteenth Indian …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3571600.3571606
"Distributed augmentation, hypersweeps, and branch decomposition of contour trees for scientific exploration","M Li , H Carr , O Rübel , B Wang … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10673997/
See through: Towards making complex data accessible,J Jankowai,2024,https://search.proquest.com/openview/13852e4119ca595030d0aca79ed1821c/1?pq-origsite=gscholar&cbl=2026366&diss=y
"Multilevel robustness for 2D vector field feature tracking, selection and comparison","L Yan , PA Ullrich , LP Van Roekel … - Computer Graphics …, 2023",2023,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14799
Lagrangian Simulation Volume-Based Contour Tree Simplification,"D Dilys, H Carr , S Boeing",2025,https://ieeexplore.ieee.org/abstract/document/11298740/
Analyzing Multifaceted Scientific Data with Topological Analytics (Final Technical Report),JA Levine,2025,https://www.osti.gov/biblio/2572341
Merge trees and their variants for scientific visualization,L Yan,2022,https://search.proquest.com/openview/8ba18557e45adf3ffd2b9ea78525e288/1?pq-origsite=gscholar&cbl=18750&diss=y
Comparing morse complexes using optimal transport: An experimental study,"M Li , C Storm, AY Li, T Needham … - 2023 IEEE Visualization …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10360892/
In situ feature analysis for large-scale multiphase flow simulations,"S Dutta , T Turton, D Rogers , JM Musser… - Journal of …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S1877750322001533
Multi-scale Cycle Tracking in Dynamic Planar Graphs,"F Rasheed , A Naseer , E Nilsson… - … Data Analysis and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747662/
[CITATION] [C] Tangible Scalar Fields,AH Syvertsen,2022,
Structural Uncertainty Visualization of Morse Complexes for Time-Varying Data Prediction,"W Lyu, S Gupta , C Chen, B Wang - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298783/
Topological Distances Between Directional Transform Representations of Graphs,EX Wang,2025,https://search.proquest.com/openview/5c6db71b90f24ad7a718b5883f74bc6f/1?pq-origsite=gscholar&cbl=18750&diss=y
Explorative Analysis of Dynamic Force Networks in 2D Photoelastic Disks Ensembles,"F Rasheed , A Naseer , TB Masood … - … on Visualization and …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11373622/
[CITATION] [C] Topological Data Analysis and Applications,"U Bauer , V Natarajan , B Wang",N/A,
GaussDB-Vector: A Large-Scale Persistent Real-Time Vector Database for LLM Applications,"J Sun , G Li , J Pan, J Wang, Y Xie, R Liu… - Proceedings of the …, 2025",2025,https://sunji.greatji.com/resource/p2114-li%20(1).pdf
Methods for Multiclass Geospatial Data Visualization,R Zhang,2022,https://search.proquest.com/openview/f69b8f4fe90cc84693fd70e9d0b38863/1?pq-origsite=gscholar&cbl=18750&diss=y
An Overview of the Topology ToolKit,"JL Levine, D Sakurai, M Soler, P Steneteg , J Tierny …",N/A,https://www.academia.edu/download/97045666/binMasood_topoInVis2019.pdf
Persistence optimization for data visualization,MA Kissi,2025,https://theses.hal.science/tel-05374398/
Landscaper: Understanding Loss Landscapes Through Multi-Dimensional Topological Analysis,"J Chen , N Hadler , T Xie , R Hnatyshyn … - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2602.07135
TTK is getting MPI-ready,"E Le Guillou, M Will , P Guillou… - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10504649/
TopoPilot: Reliable Conversational Workflow Automation for Topological Data Analysis and Visualization,"N Gorski , S Liu , B Wang - arXiv preprint arXiv:2603.25063, 2026",2026,https://arxiv.org/abs/2603.25063
Coda: Interactive segmentation and morphological analysis of dendroid structures exemplified on stony cold-water corals,"K Schmitt, J Titschack , D Baum",2026,https://ieeexplore.ieee.org/abstract/document/11370990/
A Hands-on TTK Tutorial for Absolute Beginners,"C Garth , RGC Maack , M Pont , J Tierny",2023,https://hal.science/hal-04155033/
Topological Data Analysis and Applications (Dagstuhl Seminar 23192),"U Bauer, V Natarajan , B Wang",2023,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.13.5.71
Distributed hierarchical contour trees,"HA Carr , O Rübel , GH Weber",2022,https://ieeexplore.ieee.org/abstract/document/9966394/
A Novel Tree Visualization to Guide Interactive Exploration of Multi-dimensional Topological Hierarchies,"Y Livnat , D Maljovec, A Gyulassy , DB Mouginot… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2208.06952
Computing p -Presentation Distances is Hard,"HB Bjerkevik , MB Botnan",2025,https://link.springer.com/article/10.1007/s00454-025-00744-3
Glyph‐Based Multi‐Scale Visualization of Spatial Turbulent Multi‐Physics Statistics,"A Cowe, T Neuroth , Q Wu , M Rieth … - Computer Graphics …, 2026",2026,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.70399
Level set restricted voronoi tessellation for large scale spatial statistical analysis,"T Neuroth , M Rieth , K Aditya , M Lee … - … on Visualization and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9904439/
Applied and Combinatorial Topology,"P Dłotko , D Feichtner-Kozlov , A Stefanou , Y Wang…",N/A,https://www.dagstuhl.de/24092/schedule.pdf
Metric Learning on Topological Descriptors,Y Qin,2025,https://search.proquest.com/openview/1bae4eb94534d7e44f3f6a444b9b10b7/1?pq-origsite=gscholar&cbl=18750&diss=y
A task-parallel approach for localized topological data structures,"G Liu , F Iuricich",2023,https://ieeexplore.ieee.org/abstract/document/10302662/
Glyph-Based Multiscale Visualization of Turbulent Multi-Physics Statistics,"A Cowe, T Neuroth , Q Wu , M Rieth , J Chen … - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2506.23092
FPT-algorithms for computing Gromov-Hausdorff and interleaving distances between trees,"EF Touli , Y Wang",2022,https://jocg.org/index.php/jocg/article/view/3773
Distributed Topological Data Analysis,E Le Guillou,2025,https://theses.hal.science/tel-05354031/
Persistent Cycle Representatives and Generalized Landscapes for Codimension 1 Persistent Homology,"F Lenzen, L Renkin",2025,https://arxiv.org/abs/2512.09668
GALE: Leveraging Heterogeneous Systems for Efficient Unstructured Mesh Data Analysis,"G Liu , T Randall , R Ge , F Iuricich",2025,https://ieeexplore.ieee.org/abstract/document/11278795/
Automatic scatterplot design optimization for clustering identification,"GJ Quadri , JA Nieves, BM Wiernik … - IEEE Transactions on …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9826389/
Exploring the Invisible Finding Structure in Scientific Data,W Engelke,2022,https://search.proquest.com/openview/1b8944454a3270473c64eb0eeff0b9f8/1?pq-origsite=gscholar&cbl=2026366&diss=y
Towards an Optimal Bound for the Interleaving Distance on Mapper Graphs,"EW Chambers , I Ghosh , E Munch , S Percival… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2504.03865
Ensemble Analysis and Uncertainty Visualization With Graphical Descriptors: From Theory to Application,F Lan,2024,https://search.proquest.com/openview/0774d1ad65012214c48f7a596076b25a/1?pq-origsite=gscholar&cbl=18750&diss=y
From Words to Wood: Text‐to‐Procedurally Generated Wood Materials,"M Hafidi, A Wilkie",2025,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.70066
Persistent Homology and Classification of Neuronal Morphologies,M Daniele,2024,https://sites.psu.edu/skalisnik/files/2025/07/Daniele_Bsc.pdf
Hyperbolic regularization-PointNet++: Automated three-dimensional soil particle roundness classification,"J Xi, J Zheng , L Gao, D Wang, J Jiang , S Li, J Song - Powder Technology, 2024",2024,https://www.sciencedirect.com/science/article/pii/S0032591023011099
Applied and Combinatorial Topology (Dagstuhl Seminar 24092),"P Dłotko , D Feichtner-Kozlov , A Stefanou … - Dagstuhl …, 2024",2024,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.14.2.206
ReCSA: A dedicated sort accelerator using ReRAM-based content addressable memory,"H Li , H Jin , L Zheng, Y Huang , X Liao - Frontiers of Computer Science, 2023",2023,https://link.springer.com/article/10.1007/s11704-022-1322-3
Scalable Visualization Techniques for Large Scientific Data,X Huang,2025,https://search.proquest.com/openview/5b6ff41c32c0edcce198c811a8dc7c94/1?pq-origsite=gscholar&cbl=18750&diss=y
BiScale-GTR: Fragment-Aware Graph Transformers for Multi-Scale Molecular Representation Learning,"Y Yang , O Daescu - arXiv preprint arXiv:2604.06336, 2026",2026,https://arxiv.org/abs/2604.06336
Topological Hierarchical Decompositions,"IS Joyce, G Erdmann, KP Gardner, R Kramer… - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2312.10239
A Dual-Layer End-to-End Cost Estimation Model for LSM-Tree-Based Database Systems,"Y Jing, S Wang, Z He, K Zhang… - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11291109/
Precision Statistics for Biased Tracers of Large-Scale Structure,P Espenshade,2024,https://www.zora.uzh.ch/server/api/core/bitstreams/3d5ddac2-eae4-473b-a786-fd80de2e7957/content
Bounding the interleaving distance for mapper graphs with a loss function: EW Chambers et al.,"EW Chambers , E Munch , S Percival… - Journal of Applied and …, 2025",2025,https://link.springer.com/article/10.1007/s41468-025-00215-x
Mathematical Epidemiology: Modeling of Infectious Disease,P Kunwar,2023,https://search.proquest.com/openview/b07b1550c6f2b84bd89cce627575ae46/1?pq-origsite=gscholar&cbl=18750&diss=y
Topology-Based Individual Tree Mapping From Lidar Point Clouds,X Xu,2024,https://search.proquest.com/openview/68c0f34fc8381d3f561478155029593c/1?pq-origsite=gscholar&cbl=18750&diss=y
Advection-based tracking and analysis of salinity movement in the Indian Ocean,"U Singh , PN Vinayachandran , V Natarajan",2024,https://www.sciencedirect.com/science/article/pii/S0098300423001978
4.12 Breakout Session “Tensions between Industry and Academic Objectives”,"D Wermke, H Plate",2023,https://d-nb.info/1318448425/34#page=20
Survey of vector database management systems,"JJ Pan, J Wang , G Li",2023,https://arxiv.org/abs/2310.14021
XiSort: Deterministic Sorting via IEEE-754 Total Ordering and Entropy Minimization,F Alpay,2025,https://arxiv.org/abs/2505.11927
Solid modelling for manufacturing: From Voelcker's boundary evaluation to discrete paradigms,"C Andújar , P Brunet , A Chica , I Navazo … - Computer-Aided …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0010448522001166
Stability of Reeb Ordering by Interleaving Distance,T Uda,2023,https://www.researchsquare.com/article/rs-3410146/latest
Applied topology through the lens of Analytic Combinatorics,PHH Le,2023,https://www.ideals.illinois.edu/items/127737
Stratifying the space of barcodes using Coxeter complexes,"B Brück , A Garin - Journal of Applied and Computational Topology, 2023",2023,https://link.springer.com/article/10.1007/s41468-022-00104-7
Sorting it out in hardware: A state-of-the-art survey,"A Jalilvand, FS Banitaba , SN Estiri , S Aygun … - ACM Transactions on …, 2025",2025,https://dl.acm.org/doi/abs/10.1145/3734797
A survey on efficient processing of similarity queries over neural embeddings,Y Wang,2022,https://arxiv.org/abs/2204.07922
Topological data analysis of human brain networks through order statistics,"S Das , DV Anand , MK Chung",2023,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0276419
Applications of persistent homology in nuclear collisions,"G Hamilton, T Dore, C Plumberg",2022,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.106.064912
Continuous scatterplot and image moments for time-varying bivariate field analysis of electronic structure evolution,"M Sharma , TB Masood , NH List , I Hotz … - IEEE transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10892025/
On discrete Morse theory in persistent topology,J Brüggemann,2024,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3596835
K2vTune: A workload-aware configuration tuning for RocksDB,"J Lee , S Seo , J Choi , S Park",2024,https://www.sciencedirect.com/science/article/pii/S0306457323003047
"CCF-GNN: A unified model aggregating appearance, microenvironment, and topology for pathology image classification","H Wang , G Huang, Z Zhao , L Cheng … - … on Medical Imaging, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10053994/
Extending conventional surface roughness ISO parameters using topological data analysis for shot peened surfaces,"JF Senge , AH Astaraee , P Dłotko, S Bagherifard … - Scientific reports, 2022",2022,https://www.nature.com/articles/s41598-022-09551-9
Optimal batch-dynamic kd-trees for processing-in-memory with applications,"Y Zhao , H Kang , Y Gu , GE Blelloch … - Proceedings of the 37th …, 2025",2025,https://dl.acm.org/doi/abs/10.1145/3694906.3743318
ZigzagNetVis: Suggesting temporal resolutions for graph visualization using zigzag persistence,"R Tinarrage , JR Ponciano … - … on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10844578/
KPU-SQL: Kernel Processing Unit for High-Performance SQL Acceleration,"H Kong, H Fan , J Wu, L Cheng, Y Chen, W Lu… - Proceedings of the …, 2023",2023,https://dl.acm.org/doi/abs/10.1145/3583781.3590268
SPD-RAG: Sub-Agent Per Document Retrieval-Augmented Generation,"YC Akay, MY Kartal, E Alparslan… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2603.08329
"Higher-order, generically complete, continuous, and polynomial-time isometry invariants of periodic sets","DE Widdowson , VA Kurlin",2025,https://arxiv.org/abs/2509.15088
[CITATION] [C] Topological Filtering of Graph Signals: Persistence-Based Methods and Applications,"デヨンファンリーア,マチアス",2025,
SAHChain: A Hybrid Storage Blockchain System Supporting Semantic Expressiveness and Retrieval,"C Qin , D Liu , B Guo, Y Tan , A Ren … - IEEE Transactions on …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11372951/
Package 'cba',"C Buchta, M Hahsler , MC Buchta - image, 2025",2025,ftp://r-project.org/pub/R/web/packages/cba/cba.pdf
TSM-bench: benchmarking time series database systems for monitoring applications,"A Khelifati , M Khayati , A Dignös , D Difallah … - Proceedings of the …, 2023",2023,https://bia.unibz.it/esploro/outputs/journalArticle/TSM-Bench-Benchmarking-Time-Series-Database-Systems/991006715798001241?institution=39UBZ_INST
Evaluation of cluster algorithms for radar-based object recognition in autonomous and assisted driving,"DC de Ramos, LR Ferreira, MMD Santos , ELS Teixeira … - Sensors, 2024",2024,https://www.mdpi.com/1424-8220/24/22/7219
Introduction to Topological Data Analysis Lecture Notes FS 2025,"P Schnider , L Slot , S Weber",2025,https://ti.inf.ethz.ch/ew/courses/TDA25/Script.pdf
Learned data compression: Challenges and opportunities for the future,"Q Liu , S Han , J Liao, J Li, J Peng , J Du… - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2412.10770
New Deep Learning Methods for Medical Image Analysis and Scientific Data Generation and Compression,P Gu,2024,https://search.proquest.com/openview/019159ec953ac4312511a95d04e414f2/1?pq-origsite=gscholar&cbl=18750&diss=y
Towards Distributed Task-based Visualization and Data Analysis,K Werner,2022,https://kluedo.ub.rptu.de/frontdoor/deliver/index/docId/6907/file/Towards+Distributed+Task-based+Visualization+and+Data+Analysis.pdf
Advancing Visual Computing in Materials Science (Shonan Seminar 189),"C Heinzl , RG Raidou , K Potter, Y Takeshima … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2407.03355
Volume-Based Space-Time Cube for Large-Scale Continuous Spatial Time Series,"Z Deng , J Huang , C Ruan , J Li… - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10858751/
Sparse linear least-squares problems,"J Scott , M Tůma",2025,https://www.cambridge.org/core/journals/acta-numerica/article/sparse-linear-leastsquares-problems/F992BEAE18E16437E680624619C79DE6
Comments on: shape-based functional data analysis,"A Stöcker , L Steyer, S Greven",2024,https://link.springer.com/article/10.1007/s11749-023-00901-x
Increasing efficiency for routing in internet of things using binary gray wolf optimization and fuzzy logic,"Z Wang, Z Jin, Z Yang, W Zhao, M Trik",2023,https://www.sciencedirect.com/science/article/pii/S1319157823002860
Efficient Measures for Processing and Exploring Large-Scale Data Domains,C Reinbold,2022,https://mediatum.ub.tum.de/1655492
"Gasp, a generalized framework for agglomerative clustering of signed graphs and its application to instance segmentation","A Bailoni , C Pape , N Hütsch , S Wolf… - Proceedings of the …, 2022",2022,http://openaccess.thecvf.com/content/CVPR2022/html/Bailoni_GASP_a_Generalized_Framework_for_Agglomerative_Clustering_of_Signed_Graphs_CVPR_2022_paper.html
Using optimized gaussian mixture model rules and global tracking graph for feature extraction and tracking in time-varying data,"J Ma, J Chen, C Yang - The Visual Computer, 2023",2023,https://link.springer.com/article/10.1007/s00371-022-02451-z
