title,authors,year,url
Principal geodesic analysis of merge trees (and persistence diagrams),"M Pont , J Vidal, J Tierny",2022,https://ieeexplore.ieee.org/abstract/document/9920234/
Accelerating computation of stable merge tree edit distances using parameterized heuristics,"F Wetzels , H Leitte , C Garth",2025,https://ieeexplore.ieee.org/abstract/document/10988931/
Hierarchical properties in merge trees for symmetry detection,A Bigelius,2024,https://www.diva-portal.org/smash/record.jsf?pid=diva2:2014581
A deformation-based edit distance for merge trees,"F Wetzels , C Garth",2022,https://ieeexplore.ieee.org/abstract/document/9975820/
"Stable, Discriminative Distances on Reeb Graphs and Merge Trees",B Bollen,2022,https://search.proquest.com/openview/0468b48ab7c21f95e9ee535b5102bf07/1?pq-origsite=gscholar&cbl=18750&diss=y
Fast Merge Tree Computation via SYCL,"A Nigmetov , D Morozov",2022,https://ieeexplore.ieee.org/abstract/document/9975813/
Extreem: Scalable augmented merge tree computation via extremum graphs,"J Lukasczyk, M Will , F Wetzels … - IEEE transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10290925/
Relating interleaving and Fréchet distances via ordered merge trees,"T Beurskens, T Ophelders , B Speckmann… - Proceedings of the 2025 …, 2025",2025,https://epubs.siam.org/doi/abs/10.1137/1.9781611978322.170
Decorated merge trees for persistent topology,"J Curry , H Hang , W Mio , T Needham … - Journal of Applied and …, 2022",2022,https://link.springer.com/article/10.1007/s41468-022-00089-3
Geometry-aware merge tree comparisons for time-varying data with interleaving distances,"L Yan , TB Masood , F Rasheed , I Hotz … - IEEE Transactions on …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9744472/
A Distance for Geometric Graphs via the Labeled Merge Tree Interleaving Distance,"EW Chambers , E Munch , S Percival … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2407.09442
Fast Merge Tree Computation via SYCL,"A Nigmetov , D Morozov",2023,https://arxiv.org/abs/2301.10838
Scalar Field Comparison through Merge Tree Edit Distances,F Wetzels,2026,https://kluedo.ub.rptu.de/frontdoor/index/index/docId/9456
Towards Computing Average Merge Tree Based on the Interleaving Distance,"EF Touli , I Hotz , TB Masood",2026,https://arxiv.org/abs/2603.00783
Wasserstein auto-encoders of merge trees (and persistence diagrams),"M Pont , J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10330140/
Intrinsic interleaving distance for merge trees,"E Gasparovic , E Munch , S Oudot , K Turner , B Wang… - La Matematica, 2025",2025,https://link.springer.com/article/10.1007/s44007-024-00143-9
Merge trees in discrete Morse theory,"B Johnson, NA Scoville - Research in the Mathematical Sciences, 2022",2022,https://link.springer.com/article/10.1007/s40687-022-00347-x
"Discrete merge trees , horizon visibility graphs, and topological divergences",C Stephen,2023,https://pureportal.coventry.ac.uk/files/111435024/main-library-version_1_.pdf
Exploring Electron Density Evolution using Merge Tree Mappings.,"F Wetzels , TB Masood , NH List , I Hotz … - EuroVis (Short Papers), 2024",2024,https://diglib.eg.org/server/api/core/bitstreams/969194cd-5162-42bf-981d-a791966e2bd1/content
Scalable Topological Data Analysis by Loose Coupling of Topological Descriptors and Data Structures Through Formal Queries,P Klacansky,2023,https://search.proquest.com/openview/f3e13f480da91d8a374d65beeff84714/1?pq-origsite=gscholar&cbl=18750&diss=y
An Improved FPT Algorithm for Computing the Interleaving Distance between Merge Trees via Path-Preserving Maps,"A PV, A Chattopadhyay, O Saeki",2026,https://arxiv.org/abs/2602.12028
Locally Correct Interleavings between Merge Trees,"T Beurskens, T Ophelders , B Speckmann… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2512.16474
"From Trees to Barcodes and Back Again: A Combinatorial, Probabilistic and Geometric Study of a Topological Inverse Problem",AE Garin,2022,https://infoscience.epfl.ch/entities/publication/16358fe5-358f-49fc-ad4d-75fab85f2c1e
Massively Parallel Augmented Merge Tree Computation Based on the Bipartite Graph,"H Zhibin, L Quming, C Yiming, Z Dafei… - IEEE transactions on …",N/A,https://pubmed.ncbi.nlm.nih.gov/41915492/
Subject-specific brain activity analysis in fMRI data using merge trees,"F Rasheed , D Jönsson , E Nilsson… - … Data Analysis and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9975814/
Efficient Heuristic Algorithms for Interleaving Distance between Merge Trees,"EF Touli , TB Masood",2025,https://ieeexplore.ieee.org/abstract/document/11298766/
Robust Cut for Hierarchical Clustering and Merge Trees .,"D Banesh, JP Ahrens , R Bujack",2024,https://diglib.eg.org/bitstreams/4748f424-3fcb-4350-95eb-84a26af0a0c1/download
Flexible and probabilistic topology tracking with partial optimal transport,"M Li , X Yan , L Yan , T Needham … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10965933/
Extremely Scalable Distributed Computation of Contour Trees via Pre-Simplification,"M Li , H Carr , O Rübel , B Wang… - 2025 IEEE 15th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298827/
Towards benchmark data generation for feature tracking in scalar fields,"E Nilsson, J Lukasczyk, TB Masood … - … Data Analysis and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9975817/
"Distributed augmentation, hypersweeps, and branch decomposition of contour trees for scientific exploration","M Li , H Carr , O Rübel , B Wang … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10673997/
Topology-Based Visualization Techniques for Scientific Data Exploration,L Yan,2025,https://ieeexplore.ieee.org/abstract/document/11120865/
Labeled interleaving distance for Reeb graphs,"F Lan , S Parsa , B Wang",2024,https://link.springer.com/article/10.1007/s41468-024-00193-6
Comparative Analysis of Topological Structures,GS Raghavendra,2022,https://etd.iisc.ac.in/handle/2005/5922
A mathematical foundation for the spatial uncertainty of critical points in probabilistic scalar fields,"D Vietinghoff, M Böttinger… - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363143/
[CITATION] [C] Critical Points of Uncertain Scalar Fields : With Applications to the North Atlantic Oscillation,D Vietinghoff,2024,
Merge trees and their variants for scientific visualization,L Yan,2022,https://search.proquest.com/openview/8ba18557e45adf3ffd2b9ea78525e288/1?pq-origsite=gscholar&cbl=18750&diss=y
ParkView: Visualizing Monotone Interleavings,"T Beurskens, S Van Den Broek … - 2025 IEEE 18th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11021019/
Time‐varying Extremum Graphs,"S Das , R Sridharamurthy … - Computer Graphics …, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15162
An Interleaving Distance for Ordered Merge Trees,"TPJ Beurskens, TAE Ophelders … - 40th European …, 2024",2024,https://research.tue.nl/en/publications/an-interleaving-distance-for-ordered-merge-trees/
Topology Aware Neural Interpolation of Scalar Fields,"M Kissi, K Sisouk, JA Levine … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298876/
EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,"Y Li , M Xia , X Liang , B Wang, H Guo",2026,https://arxiv.org/abs/2604.01397
Topology-based feature analysis of scalar field ensembles: An application to climate (change) analysis,"C Kappe , M Böttinger, H Leitte",2022,https://www.sciencedirect.com/science/article/pii/S009784932200036X
Heterogeneous Hierarchical Map Representation for Robotics Using Morse Smale Theory,"M Law San, R Marie , O Labbani-Igbida - Asian Conference on Pattern …, 2025",2025,https://link.springer.com/chapter/10.1007/978-981-95-4395-3_30
Static Visualizations for Dynamic Hierarchies,W Köpp,2022,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1710199
Analyzing Time-Varying Scalar Fields using Piecewise-Linear Morse-Cerf Theory,"A Dhar, A Chakraborty … - 2025 IEEE Visualization …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298866/
Level of Detail Visual Analysis of Structures in Solid-State Materials.,"SS Thygesen , AI Abrikosov , P Steneteg … - EuroVis (Short …, 2023",2023,https://diglib.eg.org/bitstream/handle/10.2312/evs20231043/055-059.pdf
Analyzing Multifaceted Scientific Data with Topological Analytics (Final Technical Report),JA Levine,2025,https://www.osti.gov/biblio/2572341
Analyse en Géodésiques Principales d'Arbres de Fusion (et de Diagrammes de Persistance),"M Pont , J Vidal, J Tierny",N/A,https://journee-visu.github.io/2023/submissions/Pont_et_al.pdf
Robust Geometric Predicates for Bivariate Computational Topology,"P Hristov , I Hotz , TB Masood",2025,https://ieeexplore.ieee.org/abstract/document/11298813/
Uncertainty visualization of critical points of 2D scalar fields for parametric and nonparametric probabilistic models,"TM Athawale , Z Wang, D Pugmire … - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10670455/
Structural Uncertainty Visualization of Morse Complexes for Time-Varying Data Prediction,"W Lyu, S Gupta , C Chen, B Wang - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298783/
Singularity theory in the context of topological analysis for visualization,"D Sakurai - Deepening and Evolution of Applied Singularity …, 2025",2025,https://projecteuclid.org/ebook/download?urlId=10.2969/aspm/08910059&isFullBook=false
Topological Data Analysis of 3D Ablative Rayleigh-Taylor Instability Dataset for Automatic Segmentation,"F Vivodtzev , A Casner , L Masse , L Ceurvorst , S Khan …",N/A,https://fabien-vivodtzev.github.io/pdf/article-2023-ldav.pdf
A general framework for augmenting lossy compressors with topological guarantees,"N Gorski , X Liang , H Guo , L Yan … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10989781/
Fast extremum graph computation for large-scale arbitrary grids,"Q Li, Z Liu, Z Huang, W Li, Z Chu, Z Dai, M Yu… - … Aided Geometric Design, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0167839626000129
Level of Detail Visual Analysis of Structures in Solid-State Materials,"S Sidwall Thygesen, AI Abrikosov , P Steneteg … - EuroVis 2023, 2023",2023,https://www.diva-portal.org/smash/record.jsf?pid=diva2:1786214
Topological Analysis of Neural Network Loss landscapes,P Meena,2024,https://vgl.csa.iisc.ac.in/pdf/pub/PankajMeenaThesisSigned.pdf
Multi-scale Cycle Tracking in Dynamic Planar Graphs,"F Rasheed , A Naseer , E Nilsson… - … Data Analysis and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747662/
Hands-On TTK Tutorial: Solving Practical Problems in Small Groups,"J Lukasczyk, C Garth , M Will , M Pont , J Tierny",2025,https://hal.science/hal-05360486/
TopoSZ: Preserving topology in error-bounded lossy compression,"L Yan , X Liang , H Guo , B Wang",2023,https://ieeexplore.ieee.org/abstract/document/10309863/
Robust Barycenters of Persistence Diagrams,"K Sisouk, E Tanguy , J Delon … - IEEE Transactions on …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11363006/
Tracking Low-Level Cloud Systems with Topology,"M Li , D Chatterjee, F Glassmeier… - 2025 IEEE Workshop …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298805/
Topological Representations for Data Analysis: Use Cases on Instabilities and Turbulences,"F Vivodtzev , F Nauleau, A Casner … - EPJ Web of …, 2024",2024,https://www.epj-conferences.org/articles/epjconf/abs/2024/12/epjconf_snamc2024_03008/epjconf_snamc2024_03008.html
[CITATION] [C] PersistenceBundles: Visual Comparison of Topological,"A Kamakshidasan, V Natarajan",N/A,
tachyon : Efficient Shared Memory Parallel Computation of Extremum Graphs,"A Ande, V Subhash , V Natarajan",2023,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14784
Topology-Driven Visual Analysis of Structures in Dynamic Spatial Data,F Rasheed,2026,https://books.google.com/books?hl=en&lr=&id=GQnLEQAAQBAJ&oi=fnd&pg=PR3&dq=%22merge+trees%22+scalar+field&ots=OYY2HDaMLq&sig=54LB58cc0xMKRYgbs9wbZV4qaXM
A Practical Solver for Scalar Data Topological Simplification,"M Kissi, M Pont , JA Levine … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10675436/
A Topological Distance Between Multi- Fields Based on Multi-Dimensional Persistence Diagrams,"Y Ramamurthi, A Chattopadhyay - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10251007/
Methods for Multiclass Geospatial Data Visualization,R Zhang,2022,https://search.proquest.com/openview/f69b8f4fe90cc84693fd70e9d0b38863/1?pq-origsite=gscholar&cbl=18750&diss=y
Exploring cyclone evolution with hierarchical features,"E Nilsson, J Lukasczyk, W Engelke … - … data analysis and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9975824/
Multi-Tier Preservation of Discrete Morse Smale Complexes in Error-Bounded Lossy Compression,"Y Li , M Xia , X Liang , B Wang , H Guo",2024,https://arxiv.org/abs/2409.17346
Distributed hierarchical contour trees,"HA Carr , O Rübel , GH Weber",2022,https://ieeexplore.ieee.org/abstract/document/9966394/
Deep Learning Approaches for Exploring Collections of Visual Features of Scalar Fields,J Li,2022,https://search.proquest.com/openview/f6e37cee2d13f3d2eb245a18287bb718/1?pq-origsite=gscholar&cbl=18750&diss=y
Directional Sign Loss: A Topology-Preserving Loss Function that Approximates the Sign of Finite Differences,"H Dam, T Agarwal , G Gopalakrishnan",2025,https://arxiv.org/abs/2504.04202
[CITATION] [C] Flexible & Probabilistic Topology Tracking Using Partial Optimal Transport,"M Li , X Yan, L Yan , T Needham , B Wang",N/A,
A comparative study of the perceptual sensitivity of topological visualizations to feature variations,"TM Athawale , B Triana, T Kotha… - … on Visualization and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10292439/
Probabilistic gradient-based extrema tracking,"E Nilsson, J Lukasczyk, TB Masood … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363136/
Msz: An efficient parallel algorithm for correcting morse-smale segmentations in error-bounded lossy compressors,"Y Li , X Liang , B Wang , Y Qiu, L Yan … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10670476/
Discrete morse sandwich: Fast computation of persistence diagrams for scalar data–an algorithm and a benchmark,"P Guillou, J Vidal, J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10021892/
Observable Covariance and Principal Observable Analysis for Data on Metric Spaces,"E Karacam , W Mio , OB Okutan - arXiv preprint arXiv:2506.04003, 2025",2025,https://arxiv.org/abs/2506.04003
Distributed Discrete Morse Sandwich: Efficient Computation of Persistence Diagrams for Massive Scalar Data,"E Le Guillou, P Fortin, J Tierny",2025,https://ieeexplore.ieee.org/abstract/document/11219172/
"Slice, simplify and stitch: Topology-preserving simplification scheme for massive voxel data",H Wagner,2023,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.SoCG.2023.60
"The DOPE Distance is SIC: A Stable, Informative, and Computable Metric on Time Series And Ordered Merge Trees","CJ Tralie , Z Schlamowitz, J Arbelo, AI Delgado… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2212.01648
Topological analysis of ensembles of hydrodynamic turbulent flows an experimental study,"F Nauleau, F Vivodtzev … - 2022 IEEE 12th …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9966403/
Automatically recognize and segment morphological features of the 3D vertebra based on topological data analysis,"P Cheng, X Cao, Y Yang, G Zhang, Y He - Computers in Biology and …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0010482522007478
Autoencoder-Aided Visualization of Collections of Morse Complexes,"J Li , D Van Boxel , JA Levine",2022,https://ieeexplore.ieee.org/abstract/document/9975811/
See through: Towards making complex data accessible,J Jankowai,2024,https://search.proquest.com/openview/13852e4119ca595030d0aca79ed1821c/1?pq-origsite=gscholar&cbl=2026366&diss=y
TopoPilot: Reliable Conversational Workflow Automation for Topological Data Analysis and Visualization,"N Gorski , S Liu , B Wang - arXiv preprint arXiv:2603.25063, 2026",2026,https://arxiv.org/abs/2603.25063
A task-parallel approach for localized topological data structures,"G Liu , F Iuricich",2023,https://ieeexplore.ieee.org/abstract/document/10302662/
Topology-Aware Volume Fusion for Spectral Computed Tomography via Histograms and Extremum Graph,"M Sharma , E Nilsson, M Falk … - … IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298831/
TopoInVis 2025,"S Le Thanh, T Weinkauf",N/A,https://ieeexplore.ieee.org/abstract/document/11298734/
GASP: Gradient-Aware Shortest Path Algorithm for Boundary-Confined 2-Manifold Reeb Graph Visualization,"SE Rahman , TM Athawale … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298817/
GASP: A Gradient-Aware Shortest Path Algorithm for Boundary-Confined Visualization of 2-Manifold Reeb Graphs,"SE Rahman , TM Athawale , P Rosen",2025,https://arxiv.org/abs/2508.05524
[CITATION] [C] New invariants in Topological Data Analysis and their Applications in Material and Biological Sciences,HD Math,2025,
Evaluating judgment of spatial correlation in visual displays of scalar field distributions,"Y Zhao, M Berger - IEEE Transactions on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11301897/
Explorative Analysis of Dynamic Force Networks in 2D Photoelastic Disks Ensembles,"F Rasheed , A Naseer , TB Masood … - … on Visualization and …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11373622/
TROPHY: A topologically robust physics-informed tracking framework for tropical cyclones,"L Yan , H Guo , T Peterka , B Wang … - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10309869/
Topological shape matching using multi-dimensional reeb graphs,"Y Ramamurthi, A Chattopadhyay - Proceedings of the Thirteenth Indian …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3571600.3571606
Comparing morse complexes using optimal transport: An experimental study,"M Li , C Storm, AY Li, T Needham … - 2023 IEEE Visualization …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10360892/
TTK is getting MPI-ready,"E Le Guillou, M Will , P Guillou… - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10504649/
An Overview of the Topology ToolKit,"JL Levine, D Sakurai, M Soler, P Steneteg , J Tierny …",N/A,https://www.academia.edu/download/97045666/binMasood_topoInVis2019.pdf
Landscaper: Understanding Loss Landscapes Through Multi-Dimensional Topological Analysis,"J Chen , N Hadler , T Xie , R Hnatyshyn … - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2602.07135
A Hands-on TTK Tutorial for Absolute Beginners,"C Garth , RGC Maack , M Pont , J Tierny",2023,https://hal.science/hal-04155033/
[CITATION] [C] Topological Data Analysis and Applications,"U Bauer , V Natarajan , B Wang",N/A,
A Novel Tree Visualization to Guide Interactive Exploration of Multi-dimensional Topological Hierarchies,"Y Livnat , D Maljovec, A Gyulassy , DB Mouginot… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2208.06952
"Hypersweeps, convective clouds and Reeb spaces",PG Hristov,2022,https://etheses.whiterose.ac.uk/id/eprint/31965/
Wasserstein dictionaries of persistence diagrams,"K Sisouk, J Delon , J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10309885/
Lossy Data Reduction with Feature Preservation for Visualization,"F Cappello , LY Sheng Di ANL - Position Papers for the ASCR Workshop on …, 2022",2022,https://www.osti.gov/servlets/purl/1843572#page=65
GALE: Leveraging Heterogeneous Systems for Efficient Unstructured Mesh Data Analysis,"G Liu , T Randall , R Ge , F Iuricich",2025,https://ieeexplore.ieee.org/abstract/document/11278795/
Efficient representation and analysis for a large tetrahedral mesh using Apache Spark,"Y Qian , G Liu , F Iuricich … - 2024 IEEE Topological …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747680/
Topological Data Analysis and Applications (Dagstuhl Seminar 23192),"U Bauer, V Natarajan , B Wang",2023,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.13.5.71
Beyond Distance: Quantifying Point Cloud Dynamics with Persistent Homology and Dynamic Optimal Transport,"Y Wang, T Gao , J Duan",2026,https://arxiv.org/abs/2603.15683
Ensemble Analysis and Uncertainty Visualization With Graphical Descriptors: From Theory to Application,F Lan,2024,https://search.proquest.com/openview/0774d1ad65012214c48f7a596076b25a/1?pq-origsite=gscholar&cbl=18750&diss=y
Computing p -Presentation Distances is Hard,"HB Bjerkevik , MB Botnan",2025,https://link.springer.com/article/10.1007/s00454-025-00744-3
Metric Learning on Topological Descriptors,Y Qin,2025,https://search.proquest.com/openview/1bae4eb94534d7e44f3f6a444b9b10b7/1?pq-origsite=gscholar&cbl=18750&diss=y
Time-varying Vector Field Compression with Preserved Critical Point Trajectories,"M Xia , Y Li , P Jiao , B Wang, X Liang , H Guo",2025,https://arxiv.org/abs/2510.25143
Volseggs: Segmentation and tracking in dynamic volumetric scenes via deformable 3d gaussians,"S Yao , C Wang",2025,https://ieeexplore.ieee.org/abstract/document/11295944/
Efficient Cardinality Estimation and Query Processing for Large-Scale Databases,MT Mahin,2025,https://search.proquest.com/openview/b789e8af10870193dee265be118fc990/1?pq-origsite=gscholar&cbl=18750&diss=y
Wasserstein Barycenters of Persistence Diagrams and Applications,K Sisouk,2025,https://theses.hal.science/tel-05483522/
Distributed Path Compression for Piecewise Linear Morse-Smale Segmentations and Connected Components,"M Will , J Lukasczyk, J Tierny … - 2024 IEEE 14th …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10767668/
On discrete Morse theory in persistent topology,J Brüggemann,2024,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3596835
Distributed Topological Data Analysis,E Le Guillou,2025,https://theses.hal.science/tel-05354031/
"Continuous Edit Distance, Geodesics and Barycenters of Time-varying Persistence Diagrams","S Tchitchek , M Kissi, J Tierny",2025,https://arxiv.org/abs/2512.12939
Applied topology through the lens of Analytic Combinatorics,PHH Le,2023,https://www.ideals.illinois.edu/items/127737
A Topological Distance Measure between Multi- Fields for Classification and Analysis of Shapes and Data,"Y Ramamurthi, A Chattopadhyay - arXiv preprint arXiv:2303.02902, 2023",2023,https://arxiv.org/abs/2303.02902
Topological Distances Between Directional Transform Representations of Graphs,EX Wang,2025,https://search.proquest.com/openview/5c6db71b90f24ad7a718b5883f74bc6f/1?pq-origsite=gscholar&cbl=18750&diss=y
Sorbonne Université Laboratoire d'Informatique Paris 6,K Sisouk,2025,https://erc-tori.github.io/stuff/sisouk_phd25.pdf
Ebof: interactive temporal correlation analysis for ensemble data based on bag-of-features,"Z Ding, J Han, R Qian, L Shen, S Chen… - … Transactions on Big …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10284987/
Advancing Efficiency of Unstructured Mesh Processing With Localized Data Structures,G Liu,2025,https://search.proquest.com/openview/597df03d6fd0e68e6826e2dc5dc2ad42/1?pq-origsite=gscholar&cbl=18750&diss=y
Applied and Combinatorial Topology (Dagstuhl Seminar 24092),"P Dłotko , D Feichtner-Kozlov , A Stefanou … - Dagstuhl …, 2024",2024,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.14.2.206
Fast Topology-Aware Lossy Data Compression with Full Preservation of Critical Points and Local Order,"A Fallin , N Gorski , T Agarwal , B Wang… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2603.26968
Comparing mapper graphs of artificial neuron activations,"Y Zhou , H Jenne , D Brown , M Shapiro … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363137/
Persistent Homology and Classification of Neuronal Morphologies,M Daniele,2024,https://sites.psu.edu/skalisnik/files/2025/07/Daniele_Bsc.pdf
Ripple: Asynchronous programming for spatial dataflow architectures,"S Ghosh , Y Shi , B Lucia , N Beckmann",2025,https://dl.acm.org/doi/abs/10.1145/3729256
Advection-based tracking and analysis of salinity movement in the Indian Ocean,"U Singh , PN Vinayachandran , V Natarajan",2024,https://www.sciencedirect.com/science/article/pii/S0098300423001978
Scalable Visualization Techniques for Large Scientific Data,X Huang,2025,https://search.proquest.com/openview/5b6ff41c32c0edcce198c811a8dc7c94/1?pq-origsite=gscholar&cbl=18750&diss=y
FPT-algorithms for computing Gromov-Hausdorff and interleaving distances between trees,"EF Touli , Y Wang",2022,https://jocg.org/index.php/jocg/article/view/3773
Persistent Cycle Representatives and Generalized Landscapes for Codimension 1 Persistent Homology,"F Lenzen, L Renkin",2025,https://arxiv.org/abs/2512.09668
Combinatorial Exploration of Morse–Smale Functions on the Sphere via Interactive Visualization,"Y Zhou , J Lazovskis , MJ Catanzaro … - … Data Analysis and …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10363142/
Counting Barcodes with the same Betti Curve,"H Ashley, HB Bjerkevik , J Curry , R Decker… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2602.09011
{XRP}:{In-Kernel} storage functions with {eBPF},"Y Zhong , H Li , YJ Wu , I Zarkadas , J Tao … - … USENIX Symposium on …, 2022",2022,https://www.usenix.org/conference/osdi22/presentation/zhong
Exploring the Invisible Finding Structure in Scientific Data,W Engelke,2022,https://search.proquest.com/openview/1b8944454a3270473c64eb0eeff0b9f8/1?pq-origsite=gscholar&cbl=2026366&diss=y
SonicDB S6: A Storage-Efficient Verkle Trie for High-Throughput Blockchains,"L Crisci, L Schuler, H Jordan , B Scholz",2026,https://arxiv.org/abs/2604.06579
Towards an Optimal Bound for the Interleaving Distance on Mapper Graphs,"EW Chambers , I Ghosh , E Munch , S Percival… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2504.03865
Topologically attributed graphs for shape discrimination,"J Curry , W Mio , T Needham … - Topological …, 2023",2023,https://proceedings.mlr.press/v221/curry23a.html
Topological Hierarchical Decompositions,"IS Joyce, G Erdmann, KP Gardner, R Kramer… - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2312.10239
Measure-Theoretic Reeb Graphs and Reeb Spaces,"Q Wang , G Ma , R Sridharamurthy , B Wang",2025,https://link.springer.com/article/10.1007/s00454-025-00789-4
Mathematical Epidemiology: Modeling of Infectious Disease,P Kunwar,2023,https://search.proquest.com/openview/b07b1550c6f2b84bd89cce627575ae46/1?pq-origsite=gscholar&cbl=18750&diss=y
