title,authors,year,url
Computing a stable distance on merge trees,"B Bollen, P Tennakoon… - IEEE Transactions on …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9912347/
Merge tree geodesics and barycenters with path mappings,"F Wetzels , M Pont , J Tierny … - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10296528/
Sketching merge trees for scientific visualization,"M Li , S Palande , L Yan , B Wang",2023,https://ieeexplore.ieee.org/abstract/document/10363123/
Fast comparative analysis of merge trees using locality sensitive hashing,"W Lyu, R Sridharamurthy , JM Phillips … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10679654/
Multi- field Visualization: Trait design and trait-induced merge trees,"D Lei, J Jankowai, P Hristov , H Carr … - … on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10832561/
Branch Decomposition‐Independent Edit Distances for Merge Trees,"F Wetzels , H Leitte , C Garth",2022,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14547
Principal geodesic analysis of merge trees (and persistence diagrams),"M Pont , J Vidal, J Tierny",2022,https://ieeexplore.ieee.org/abstract/document/9920234/
Categorizing Merge Tree Edit Distances by Stability using Minimal Vertex Perturbation,"F Wetzels , C Garth",2025,https://arxiv.org/abs/2508.02352
Decorated merge trees for persistent topology,"J Curry , H Hang , W Mio , T Needham … - Journal of Applied and …, 2022",2022,https://link.springer.com/article/10.1007/s41468-022-00089-3
Taming horizontal instability in merge trees: On the computation of a comprehensive deformation-based edit distance,"F Wetzels , M Anders , C Garth",2023,https://ieeexplore.ieee.org/abstract/document/10363141/
A Distance for Geometric Graphs via the Labeled Merge Tree Interleaving Distance,"EW Chambers , E Munch , S Percival … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2407.09442
Wasserstein auto-encoders of merge trees (and persistence diagrams),"M Pont , J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10330140/
On merge trees and discrete Morse functions on paths and trees,J Brüggemann,2023,https://link.springer.com/article/10.1007/s41468-022-00101-w
Extreem: Scalable augmented merge tree computation via extremum graphs,"J Lukasczyk, M Will , F Wetzels … - IEEE transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10290925/
Rapid and precise topological comparison with merge tree neural networks,"Y Qin , BT Fasy , C Wenk … - IEEE transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10684303/
Geometry-aware merge tree comparisons for time-varying data with interleaving distances,"L Yan , TB Masood , F Rasheed , I Hotz … - IEEE Transactions on …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9744472/
"Stable, Discriminative Distances on Reeb Graphs and Merge Trees",B Bollen,2022,https://search.proquest.com/openview/0468b48ab7c21f95e9ee535b5102bf07/1?pq-origsite=gscholar&cbl=18750&diss=y
"From Trees to Barcodes and Back Again: A Combinatorial, Probabilistic and Geometric Study of a Topological Inverse Problem",AE Garin,2022,https://infoscience.epfl.ch/entities/publication/16358fe5-358f-49fc-ad4d-75fab85f2c1e
Massively Parallel Augmented Merge Tree Computation Based on the Bipartite Graph,"H Zhibin, L Quming, C Yiming, Z Dafei… - IEEE transactions on …",N/A,https://pubmed.ncbi.nlm.nih.gov/41915492/
Topology-Based Visualization Techniques for Scientific Data Exploration,L Yan,2025,https://ieeexplore.ieee.org/abstract/document/11120865/
Relating interleaving and Fréchet distances via ordered merge trees,"T Beurskens, T Ophelders , B Speckmann… - Proceedings of the 2025 …, 2025",2025,https://epubs.siam.org/doi/abs/10.1137/1.9781611978322.170
"Discrete merge trees, horizon visibility graphs, and topological divergences",C Stephen,2023,https://pureportal.coventry.ac.uk/files/111435024/main-library-version_1_.pdf
EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,"Y Li , M Xia , X Liang , B Wang, H Guo",2026,https://arxiv.org/abs/2604.01397
Scalable Topological Data Analysis by Loose Coupling of Topological Descriptors and Data Structures Through Formal Queries,P Klacansky,2023,https://search.proquest.com/openview/f3e13f480da91d8a374d65beeff84714/1?pq-origsite=gscholar&cbl=18750&diss=y
Towards Computing Average Merge Tree Based on the Interleaving Distance,"EF Touli , I Hotz , TB Masood",2026,https://arxiv.org/abs/2603.00783
An Improved FPT Algorithm for Computing the Interleaving Distance between Merge Trees via Path-Preserving Maps,"A PV, A Chattopadhyay, O Saeki",2026,https://arxiv.org/abs/2602.12028
MCSSA: A stream-based multiconcurrency systolic sorting array combining merge tree,"L Huang, T Gao, Y Feng, K Wang - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10700998/
Locally Correct Interleavings between Merge Trees,"T Beurskens, T Ophelders , B Speckmann… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2512.16474
Flexible and probabilistic topology tracking with partial optimal transport,"M Li , X Yan , L Yan , T Needham … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10965933/
A general framework for augmenting lossy compressors with topological guarantees,"N Gorski , X Liang , H Guo , L Yan … - IEEE Transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10989781/
Heterogeneous Hierarchical Map Representation for Robotics Using Morse Smale Theory,"M Law San, R Marie , O Labbani-Igbida - Asian Conference on Pattern …, 2025",2025,https://link.springer.com/chapter/10.1007/978-981-95-4395-3_30
Jacobi set simplification for tracking topological features in time-varying scalar fields,"D Meduri, M Sharma , V Natarajan",2024,https://link.springer.com/article/10.1007/s00371-024-03484-2
Topology Aware Neural Interpolation of Scalar Fields,"M Kissi, K Sisouk, JA Levine … - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298876/
Time‐varying Extremum Graphs,"S Das , R Sridharamurthy … - Computer Graphics …, 2024",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15162
Extremely Scalable Distributed Computation of Contour Trees via Pre-Simplification,"M Li , H Carr , O Rübel , B Wang… - 2025 IEEE 15th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298827/
Lagrangian Simulation Volume-Based Contour Tree Simplification,"D Dilys, H Carr , S Boeing",2025,https://ieeexplore.ieee.org/abstract/document/11298740/
[CITATION] [C] PersistenceBundles: Visual Comparison of Topological,"A Kamakshidasan, V Natarajan",N/A,
Fast extremum graph computation for large-scale arbitrary grids,"Q Li, Z Liu, Z Huang, W Li, Z Chu, Z Dai, M Yu… - … Aided Geometric Design, 2026",2026,https://www.sciencedirect.com/science/article/pii/S0167839626000129
Extremum Graph Layout and Visualization,N Gour,2022,https://vgl.csa.iisc.ac.in/pdf/pub/NandiniGourMTechThesis.pdf
[CITATION] [C] Critical Points of Uncertain Scalar Fields : With Applications to the North Atlantic Oscillation,D Vietinghoff,2024,
Efficient Heuristic Algorithms for Interleaving Distance between Merge Trees,"EF Touli , TB Masood",2025,https://ieeexplore.ieee.org/abstract/document/11298766/
Discrete morse sandwich: Fast computation of persistence diagrams for scalar data–an algorithm and a benchmark,"P Guillou, J Vidal, J Tierny",2023,https://ieeexplore.ieee.org/abstract/document/10021892/
ParkView: Visualizing Monotone Interleavings,"T Beurskens, S Van Den Broek … - 2025 IEEE 18th …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11021019/
Analyse en Géodésiques Principales d'Arbres de Fusion (et de Diagrammes de Persistance),"M Pont , J Vidal, J Tierny",N/A,https://journee-visu.github.io/2023/submissions/Pont_et_al.pdf
Topological Representations for Data Analysis: Use Cases on Instabilities and Turbulences,"F Vivodtzev , F Nauleau, A Casner … - EPJ Web of …, 2024",2024,https://www.epj-conferences.org/articles/epjconf/abs/2024/12/epjconf_snamc2024_03008/epjconf_snamc2024_03008.html
Exploring cyclone evolution with hierarchical features,"E Nilsson, J Lukasczyk, W Engelke … - … data analysis and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9975824/
Singularity theory in the context of topological analysis for visualization,"D Sakurai - Deepening and Evolution of Applied Singularity …, 2025",2025,https://projecteuclid.org/ebook/download?urlId=10.2969/aspm/08910059&isFullBook=false
"Distributed augmentation, hypersweeps, and branch decomposition of contour trees for scientific exploration","M Li , H Carr , O Rübel , B Wang … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10673997/
TROPHY: A topologically robust physics-informed tracking framework for tropical cyclones,"L Yan , H Guo , T Peterka , B Wang … - IEEE Transactions on …, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10309869/
An Interleaving Distance for Ordered Merge Trees,"TPJ Beurskens, TAE Ophelders … - 40th European …, 2024",2024,https://research.tue.nl/en/publications/an-interleaving-distance-for-ordered-merge-trees/
Labeled interleaving distance for Reeb graphs,"F Lan , S Parsa , B Wang",2024,https://link.springer.com/article/10.1007/s41468-024-00193-6
Structural Uncertainty Visualization of Morse Complexes for Time-Varying Data Prediction,"W Lyu, S Gupta , C Chen, B Wang - 2025 IEEE Workshop on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/11298783/
Msz: An efficient parallel algorithm for correcting morse-smale segmentations in error-bounded lossy compressors,"Y Li , X Liang , B Wang , Y Qiu, L Yan … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10670476/
TopoSZ: Preserving topology in error-bounded lossy compression,"L Yan , X Liang , H Guo , B Wang",2023,https://ieeexplore.ieee.org/abstract/document/10309863/
A Practical Solver for Scalar Data Topological Simplification,"M Kissi, M Pont , JA Levine … - IEEE Transactions on …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10675436/
"Multilevel robustness for 2D vector field feature tracking, selection and comparison","L Yan , PA Ullrich , LP Van Roekel … - Computer Graphics …, 2023",2023,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.14799
Intrinsic interleaving distance for merge trees,"E Gasparovic , E Munch , S Oudot , K Turner , B Wang… - La Matematica, 2025",2025,https://link.springer.com/article/10.1007/s44007-024-00143-9
Directional Sign Loss: A Topology-Preserving Loss Function that Approximates the Sign of Finite Differences,"H Dam, T Agarwal , G Gopalakrishnan",2025,https://arxiv.org/abs/2504.04202
TopoPilot: Reliable Conversational Workflow Automation for Topological Data Analysis and Visualization,"N Gorski , S Liu , B Wang - arXiv preprint arXiv:2603.25063, 2026",2026,https://arxiv.org/abs/2603.25063
Persistence optimization for data visualization,MA Kissi,2025,https://theses.hal.science/tel-05374398/
Distributed hierarchical contour trees,"HA Carr , O Rübel , GH Weber",2022,https://ieeexplore.ieee.org/abstract/document/9966394/
Multi-scale Cycle Tracking in Dynamic Planar Graphs,"F Rasheed , A Naseer , E Nilsson… - … Data Analysis and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747662/
Topology-Driven Visual Analysis of Structures in Dynamic Spatial Data,F Rasheed,2026,https://books.google.com/books?hl=en&lr=&id=GQnLEQAAQBAJ&oi=fnd&pg=PR3&dq=%22merge+tree%22+reconstruction+scalar+field&ots=OYY2HDbIHm&sig=7j3Y4zp0TLL-E8ilCZXYfrhsNkY
[CITATION] [C] Tangible Scalar Fields,AH Syvertsen,2022,
See through: Towards making complex data accessible,J Jankowai,2024,https://search.proquest.com/openview/13852e4119ca595030d0aca79ed1821c/1?pq-origsite=gscholar&cbl=2026366&diss=y
"Slice, simplify and stitch: Topology-preserving simplification scheme for massive voxel data",H Wagner,2023,https://drops.dagstuhl.de/entities/document/10.4230/LIPIcs.SoCG.2023.60
A task-parallel approach for localized topological data structures,"G Liu , F Iuricich",2023,https://ieeexplore.ieee.org/abstract/document/10302662/
Methods for Multiclass Geospatial Data Visualization,R Zhang,2022,https://search.proquest.com/openview/f69b8f4fe90cc84693fd70e9d0b38863/1?pq-origsite=gscholar&cbl=18750&diss=y
Persistent Cycle Representatives and Generalized Landscapes for Codimension 1 Persistent Homology,"F Lenzen, L Renkin",2025,https://arxiv.org/abs/2512.09668
Merge trees and their variants for scientific visualization,L Yan,2022,https://search.proquest.com/openview/8ba18557e45adf3ffd2b9ea78525e288/1?pq-origsite=gscholar&cbl=18750&diss=y
An Overview of the Topology ToolKit,"JL Levine, D Sakurai, M Soler, P Steneteg , J Tierny …",N/A,https://www.academia.edu/download/97045666/binMasood_topoInVis2019.pdf
Coda: Interactive segmentation and morphological analysis of dendroid structures exemplified on stony cold-water corals,"K Schmitt, J Titschack , D Baum",2026,https://ieeexplore.ieee.org/abstract/document/11370990/
Landscaper: Understanding Loss Landscapes Through Multi-Dimensional Topological Analysis,"J Chen , N Hadler , T Xie , R Hnatyshyn … - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2602.07135
TTK is getting MPI-ready,"E Le Guillou, M Will , P Guillou… - … on Visualization and …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10504649/
Applied and Combinatorial Topology,"P Dłotko , D Feichtner-Kozlov , A Stefanou , Y Wang…",N/A,https://www.dagstuhl.de/24092/schedule.pdf
Merge trees in discrete Morse theory,"B Johnson, NA Scoville - Research in the Mathematical Sciences, 2022",2022,https://link.springer.com/article/10.1007/s40687-022-00347-x
Distributed Path Compression for Piecewise Linear Morse-Smale Segmentations and Connected Components,"M Will , J Lukasczyk, J Tierny … - 2024 IEEE 14th …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10767668/
GALE: Leveraging Heterogeneous Systems for Efficient Unstructured Mesh Data Analysis,"G Liu , T Randall , R Ge , F Iuricich",2025,https://ieeexplore.ieee.org/abstract/document/11278795/
GaussDB-Vector: A Large-Scale Persistent Real-Time Vector Database for LLM Applications,"J Sun , G Li , J Pan, J Wang, Y Xie, R Liu… - Proceedings of the …, 2025",2025,https://sunji.greatji.com/resource/p2114-li%20(1).pdf
PersiSort: a new perspective on adaptive sorting based on persistence,"JKR Schou , B Wang",2024,https://pure.au.dk/ws/files/411679309/PersiSort_final_version.pdf
Topological shape matching using multi-dimensional reeb graphs,"Y Ramamurthi, A Chattopadhyay - Proceedings of the Thirteenth Indian …, 2022",2022,https://dl.acm.org/doi/abs/10.1145/3571600.3571606
Level set restricted voronoi tessellation for large scale spatial statistical analysis,"T Neuroth , M Rieth , K Aditya , M Lee … - … on Visualization and …, 2022",2022,https://ieeexplore.ieee.org/abstract/document/9904439/
A Novel Tree Visualization to Guide Interactive Exploration of Multi-dimensional Topological Hierarchies,"Y Livnat , D Maljovec, A Gyulassy , DB Mouginot… - arXiv preprint arXiv …, 2022",2022,https://arxiv.org/abs/2208.06952
Scalable Visualization Techniques for Large Scientific Data,X Huang,2025,https://search.proquest.com/openview/5b6ff41c32c0edcce198c811a8dc7c94/1?pq-origsite=gscholar&cbl=18750&diss=y
Distributed Topological Data Analysis,E Le Guillou,2025,https://theses.hal.science/tel-05354031/
[CITATION] [C] Topological Data Analysis and Applications,"U Bauer , V Natarajan , B Wang",N/A,
A Topological Distance Measure between Multi- Fields for Classification and Analysis of Shapes and Data,"Y Ramamurthi, A Chattopadhyay - arXiv preprint arXiv:2303.02902, 2023",2023,https://arxiv.org/abs/2303.02902
Explorative Analysis of Dynamic Force Networks in 2D Photoelastic Disks Ensembles,"F Rasheed , A Naseer , TB Masood … - … on Visualization and …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11373622/
Efficient representation and analysis for a large tetrahedral mesh using Apache Spark,"Y Qian , G Liu , F Iuricich … - 2024 IEEE Topological …, 2024",2024,https://ieeexplore.ieee.org/abstract/document/10747680/
{XRP}:{In-Kernel} storage functions with {eBPF},"Y Zhong , H Li , YJ Wu , I Zarkadas , J Tao … - … USENIX Symposium on …, 2022",2022,https://www.usenix.org/conference/osdi22/presentation/zhong
Persistent Homology and Classification of Neuronal Morphologies,M Daniele,2024,https://sites.psu.edu/skalisnik/files/2025/07/Daniele_Bsc.pdf
Applied and Combinatorial Topology (Dagstuhl Seminar 24092),"P Dłotko , D Feichtner-Kozlov , A Stefanou … - Dagstuhl …, 2024",2024,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.14.2.206
Topological Distances Between Directional Transform Representations of Graphs,EX Wang,2025,https://search.proquest.com/openview/5c6db71b90f24ad7a718b5883f74bc6f/1?pq-origsite=gscholar&cbl=18750&diss=y
F-Hash: Feature-Based Hash Design for Time-Varying Volume Visualization via Multi-Resolution Tesseract Encoding,"J Sun , D Lenz , H Yu , T Peterka",2025,https://ieeexplore.ieee.org/abstract/document/11261881/
Topological Hierarchical Decompositions,"IS Joyce, G Erdmann, KP Gardner, R Kramer… - arXiv preprint arXiv …, 2023",2023,https://arxiv.org/abs/2312.10239
Topological Data Analysis and Applications (Dagstuhl Seminar 23192),"U Bauer, V Natarajan , B Wang",2023,https://drops.dagstuhl.de/entities/document/10.4230/DagRep.13.5.71
Advancing Efficiency of Unstructured Mesh Processing With Localized Data Structures,G Liu,2025,https://search.proquest.com/openview/597df03d6fd0e68e6826e2dc5dc2ad42/1?pq-origsite=gscholar&cbl=18750&diss=y
Metric Learning on Topological Descriptors,Y Qin,2025,https://search.proquest.com/openview/1bae4eb94534d7e44f3f6a444b9b10b7/1?pq-origsite=gscholar&cbl=18750&diss=y
Optimal batch-dynamic kd-trees for processing-in-memory with applications,"Y Zhao , H Kang , Y Gu , GE Blelloch … - Proceedings of the 37th …, 2025",2025,https://dl.acm.org/doi/abs/10.1145/3694906.3743318
On discrete Morse theory in persistent topology,J Brüggemann,2024,https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3596835
Topology-Based Individual Tree Mapping From Lidar Point Clouds,X Xu,2024,https://search.proquest.com/openview/68c0f34fc8381d3f561478155029593c/1?pq-origsite=gscholar&cbl=18750&diss=y
Solid modelling for manufacturing: From Voelcker's boundary evaluation to discrete paradigms,"C Andújar , P Brunet , A Chica , I Navazo … - Computer-Aided …, 2022",2022,https://www.sciencedirect.com/science/article/pii/S0010448522001166
Applied topology through the lens of Analytic Combinatorics,PHH Le,2023,https://www.ideals.illinois.edu/items/127737
Learned data compression: Challenges and opportunities for the future,"Q Liu , S Han , J Liao, J Li, J Peng , J Du… - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2412.10770
BiScale-GTR: Fragment-Aware Graph Transformers for Multi-Scale Molecular Representation Learning,"Y Yang , O Daescu - arXiv preprint arXiv:2604.06336, 2026",2026,https://arxiv.org/abs/2604.06336
XiSort: Deterministic Sorting via IEEE-754 Total Ordering and Entropy Minimization,F Alpay,2025,https://arxiv.org/abs/2505.11927
Survey of vector database management systems,"JJ Pan, J Wang , G Li",2023,https://arxiv.org/abs/2310.14021
TSM-bench: benchmarking time series database systems for monitoring applications,"A Khelifati , M Khayati , A Dignös , D Difallah … - Proceedings of the …, 2023",2023,https://bia.unibz.it/esploro/outputs/journalArticle/TSM-Bench-Benchmarking-Time-Series-Database-Systems/991006715798001241?institution=39UBZ_INST
Towards Distributed Task-based Visualization and Data Analysis,K Werner,2022,https://kluedo.ub.rptu.de/frontdoor/deliver/index/docId/6907/file/Towards+Distributed+Task-based+Visualization+and+Data+Analysis.pdf
Computing p -Presentation Distances is Hard,"HB Bjerkevik , MB Botnan",2025,https://link.springer.com/article/10.1007/s00454-025-00744-3
Ensemble Analysis and Uncertainty Visualization With Graphical Descriptors: From Theory to Application,F Lan,2024,https://search.proquest.com/openview/0774d1ad65012214c48f7a596076b25a/1?pq-origsite=gscholar&cbl=18750&diss=y
A sheaf-theoretic construction of shape space,"S Arya, J Curry , S Mukherjee",2025,https://link.springer.com/article/10.1007/s10208-024-09650-1
New Deep Learning Methods for Medical Image Analysis and Scientific Data Generation and Compression,P Gu,2024,https://search.proquest.com/openview/019159ec953ac4312511a95d04e414f2/1?pq-origsite=gscholar&cbl=18750&diss=y
FPT-algorithms for computing Gromov-Hausdorff and interleaving distances between trees,"EF Touli , Y Wang",2022,https://jocg.org/index.php/jocg/article/view/3773
Ripple: Asynchronous programming for spatial dataflow architectures,"S Ghosh , Y Shi , B Lucia , N Beckmann",2025,https://dl.acm.org/doi/abs/10.1145/3729256
4.12 Breakout Session “Tensions between Industry and Academic Objectives”,"D Wermke, H Plate",2023,https://d-nb.info/1318448425/34#page=20
SAHChain: A Hybrid Storage Blockchain System Supporting Semantic Expressiveness and Retrieval,"C Qin , D Liu , B Guo, Y Tan , A Ren … - IEEE Transactions on …, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11372951/
Hyperbolic regularization-PointNet++: Automated three-dimensional soil particle roundness classification,"J Xi, J Zheng , L Gao, D Wang, J Jiang , S Li, J Song - Powder Technology, 2024",2024,https://www.sciencedirect.com/science/article/pii/S0032591023011099
Advancing Visual Computing in Materials Science (Shonan Seminar 189),"C Heinzl , RG Raidou , K Potter, Y Takeshima … - arXiv preprint arXiv …, 2024",2024,https://arxiv.org/abs/2407.03355
ZigzagNetVis: Suggesting temporal resolutions for graph visualization using zigzag persistence,"R Tinarrage , JR Ponciano … - … on Visualization and …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10844578/
SPD-RAG: Sub-Agent Per Document Retrieval-Augmented Generation,"YC Akay, MY Kartal, E Alparslan… - arXiv preprint arXiv …, 2026",2026,https://arxiv.org/abs/2603.08329
Continuous scatterplot and image moments for time-varying bivariate field analysis of electronic structure evolution,"M Sharma , TB Masood , NH List , I Hotz … - IEEE transactions on …, 2025",2025,https://ieeexplore.ieee.org/abstract/document/10892025/
Towards an Optimal Bound for the Interleaving Distance on Mapper Graphs,"EW Chambers , I Ghosh , E Munch , S Percival… - arXiv preprint arXiv …, 2025",2025,https://arxiv.org/abs/2504.03865
Increasing efficiency for routing in internet of things using binary gray wolf optimization and fuzzy logic,"Z Wang, Z Jin, Z Yang, W Zhao, M Trik",2023,https://www.sciencedirect.com/science/article/pii/S1319157823002860
Applications of persistent homology in nuclear collisions,"G Hamilton, T Dore, C Plumberg",2022,https://journals.aps.org/prc/abstract/10.1103/PhysRevC.106.064912
A survey on efficient processing of similarity queries over neural embeddings,Y Wang,2022,https://arxiv.org/abs/2204.07922
[CITATION] [C] Topological Filtering of Graph Signals: Persistence-Based Methods and Applications,"デヨンファンリーア,マチアス",2025,
Index shipping for efficient replication in lsm key-value stores with hybrid kv placement,"G Stylianakis, G Saloustros , O Chiotakis… - ACM Transactions on …, 2024",2024,https://dl.acm.org/doi/abs/10.1145/3658672
Decoding Spikes From Multiunit Data,"D Farina , T Yu - IEEE Reviews in Biomedical Engineering, 2026",2026,https://ieeexplore.ieee.org/abstract/document/11361153/
Stratifying the space of barcodes using Coxeter complexes,"B Brück , A Garin - Journal of Applied and Computational Topology, 2023",2023,https://link.springer.com/article/10.1007/s41468-022-00104-7
TagTree: Global Tagging Index with Efficient Querying for Time Series Databases,"J Xue , Z Wang , T Wang , Z Shao",2022,https://ieeexplore.ieee.org/abstract/document/9820720/
SurrealDB in Depth: The Complete Guide for Developers and Engineers,W Smith,2025,https://books.google.com/books?hl=en&lr=&id=bSdxEQAAQBAJ&oi=fnd&pg=PT12&dq=%22merge+tree%22+reconstruction+scalar+field&ots=vVJFBi7HKi&sig=Sn1gCNphmAqKHieQMdUDwGLyQLI
Sparse linear least-squares problems,"J Scott , M Tůma",2025,https://www.cambridge.org/core/journals/acta-numerica/article/sparse-linear-leastsquares-problems/F992BEAE18E16437E680624619C79DE6
Mathematical Epidemiology: Modeling of Infectious Disease,P Kunwar,2023,https://search.proquest.com/openview/b07b1550c6f2b84bd89cce627575ae46/1?pq-origsite=gscholar&cbl=18750&diss=y
Extending conventional surface roughness ISO parameters using topological data analysis for shot peened surfaces,"JF Senge , AH Astaraee , P Dłotko, S Bagherifard … - Scientific reports, 2022",2022,https://www.nature.com/articles/s41598-022-09551-9
Conley-Morse persistence barcode: a homological signature of a combinatorial bifurcation,"TK Dey , M Lipiński , M Soriano-Trigueros",2025,https://arxiv.org/abs/2504.17105
Efficient Measures for Processing and Exploring Large-Scale Data Domains,C Reinbold,2022,https://mediatum.ub.tum.de/1655492
Stable Topological Structures in Data,J Urbancic,2024,https://qmro.qmul.ac.uk/xmlui/handle/123456789/96149
"CCF-GNN: A unified model aggregating appearance, microenvironment, and topology for pathology image classification","H Wang , G Huang, Z Zhao , L Cheng … - … on Medical Imaging, 2023",2023,https://ieeexplore.ieee.org/abstract/document/10053994/
