title,authors,year,url,bucket
Supporting Ultra-High-Resolution Digital Agriculture Tasks with Fully Synthetic Curriculum Learning,"J Hatef, Q Anthony, N Alnaasan",2026,https://openaccess.thecvf.com/content/WACV2026W/HARVEST-Vision/html/Hatef_Supporting_Ultra-High-Resolution_Digital_Agriculture_Tasks_with_Fully_Synthetic_Curriculum_Learning_WACVW_2026_paper.html,B
voxel2vec: A natural language processing approach to learning distributed representations for scientific data,"X He, Y Tao, S Yang, H Dai",2022,https://ieeexplore.ieee.org/abstract/document/9817818/,B
Adaptive Neural Networks for Large Scale Scientific Data Visualization,SW Wurster,2024,https://search.proquest.com/openview/d281861f9404eefe9d739cfb49d46f50/1?pq-origsite=gscholar&cbl=18750&diss=y,B
A comparative study of convolutional neural network models for wind field downscaling,"K Höhlein, M Kern, T Hewson",2020,https://rmets.onlinelibrary.wiley.com/doi/abs/10.1002/met.1961,B
Structural Uncertainty Visualization of Morse Complexes for Time-Varying Data Prediction,"W Lyu, S Gupta, C Chen, B Wang",2025,https://ieeexplore.ieee.org/abstract/document/11298783/,B
Uncertainty-aware deep neural representations for visual analysis of vector field data,"A Kumar, S Garg, S Dutta",2024,https://ieeexplore.ieee.org/abstract/document/10669790/,B
A general framework for augmenting lossy compressors with topological guarantees,"N Gorski, X Liang, H Guo, L Yan",2025,https://ieeexplore.ieee.org/abstract/document/10989781/,B
Atomvision: A machine vision library for atomistic images,"K Choudhary, R Gurunathan, B DeCost",2023,https://pubs.acs.org/doi/abs/10.1021/acs.jcim.2c01533,B
Generative diffusion-based downscaling for climate,"RA Watt, LA Mansfield",2024,https://arxiv.org/abs/2404.17752,B
Image Quality Assessment Framework for Airfoil Simulation: A Comparative Analysis and Fine-Tuning of Perceptual Metrics,SK Nunemunthala,2025,https://repositorio-aberto.up.pt/bitstream/10216/169486/2/741734.pdf,B
Distribution free uncertainty quantification in neuroscience-inspired deep operators,"S Garg, S Chakraborty",2024,https://arxiv.org/abs/2412.09369,B
Chirality of malaria parasites determines their motion patterns,"L Lettermann, M Singer, S Steinbrück, F Ziebert",2026,https://www.nature.com/articles/s41567-025-03096-0,B
ViSNeRF: Efficient multidimensional neural radiance field representation for visualization synthesis of dynamic volumetric scenes,"S Yao, Y Lu, C Wang",2025,https://ieeexplore.ieee.org/abstract/document/11021069/,B
Scale-adaptive generative flows for multiscale scientific data,"Y Chen, E Vanden-Eijnden",2025,https://arxiv.org/abs/2509.02971,B
MC-INR: Efficient encoding of multivariate scientific simulation data using meta-learning and clustered implicit neural representations,"H Son, J Noh, S Jeon, C Wang",2025,https://ieeexplore.ieee.org/abstract/document/11298754/,B
High-Fidelity Compression of Seismic Velocity Models via SIREN Auto-Decoders,"C Liu, X Luo, J Xiong",2026,https://arxiv.org/abs/2603.14284,B
BHCast: Unlocking Black Hole Plasma Dynamics from a Single Blurry Image with Long-Term Forecasting,"R Tu, A SaraerToosi, NS Conroy",2026,https://arxiv.org/abs/2603.26777,B
Interactive volume visualization via multi-resolution hash encoding based neural representation,"Q Wu, D Bauer, MJ Doyle, KL Ma",2023,https://ieeexplore.ieee.org/abstract/document/10175377/,B
Neural fields for rapid aircraft aerodynamics simulations,"G Catalani, S Agarwal, X Bertrand, F Tost",2024,https://www.nature.com/articles/s41598-024-76983-w,B
Make the Fastest Faster: Importance Mask Synthesis for Interactive Volume Visualization using Reconstruction Neural Networks,"J Sun, D Lenz, H Yu, T Peterka",2025,https://ieeexplore.ieee.org/abstract/document/11202605/,B
Light sheet microscopy imaging dataset of CAR-T-cell-mediated cytotoxicity,"J Wang, J Jin, Y Fang, L Chen, P Fei",2026,https://www.nature.com/articles/s41597-026-06829-9,B
DCINR: A divide-and-conquer implicit neural representation for compressing time-varying volumetric data in hours,"J Han, F Yang",2025,https://ieeexplore.ieee.org/abstract/document/10976573/,B
Data-efficient operator learning via unsupervised pretraining and in-context learning,"W Chen, J Song, P Ren",2024,https://proceedings.neurips.cc/paper_files/paper/2024/hash/0bac492172db3311c7e116098cfcf521-Abstract-Conference.html,B
Downscaling Neural Network for Coastal Simulations,"ZS Liu, M Büttner, M Scarborough, E Valseth",2024,https://arxiv.org/abs/2408.16553,B
Context-aware implicit neural representations to compress Earth systems model data,"F Mostajeran, NM Pawar, JM Villarreal, SA Faroughi",2025,https://www.nature.com/articles/s41598-025-11092-w,B
Persistence optimization for data visualization,MA Kissi,2025,https://theses.hal.science/tel-05374398/,B
Gnn-surrogate: A hierarchical and adaptive graph neural network for parameter space exploration of unstructured-mesh ocean simulations,"N Shi, J Xu, SW Wurster, H Guo",2022,https://ieeexplore.ieee.org/abstract/document/9751203/,B
ScalarFlow: a large-scale volumetric data set of real-world scalar transport flows for computer animation and machine learning,"ML Eckert, K Um, N Thuerey",2019,https://dl.acm.org/doi/abs/10.1145/3355089.3356545,B
Lossy Compression of Scientific Data: Applications Constrains and Requirements,"F Cappello, A Baker, E Bozda, M Burtscher",2025,https://arxiv.org/abs/2503.20031,B
A survey on error-bounded lossy compression for scientific datasets,"S Di, J Liu, K Zhao, X Liang, R Underwood",2025,https://dl.acm.org/doi/abs/10.1145/3733104,B
REV-INR: Regularized Evidential Implicit Neural Representation for Uncertainty-Aware Volume Visualization,"S Saklani, TM Athawale, N Pal, D Pugmire",2026,https://arxiv.org/abs/2601.17689,B
MoE-INR: Implicit neural representation with mixture-of-experts for time-varying volumetric data compression,"J Han, K Tang, C Wang",2025,https://ieeexplore.ieee.org/abstract/document/11264349/,B
Physics-Informed Diffusion Models for Flame Temperature Field Reconstruction via Differentiable Physics Proxies,"Y Li, J Cheng, Y Zhao, P Song",2025,https://ieeexplore.ieee.org/abstract/document/11406700/,B
Attention based machine learning methods for data reduction with guaranteed error bounds,"X Li, J Lee, A Rangarajan",2024,https://ieeexplore.ieee.org/abstract/document/10825655/,B
AMGSRN++: Improved Adaptive SRN for Scientific Visualization,"SW Wurster, HW Shen",2025,https://ieeexplore.ieee.org/abstract/document/11021073/,B
LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression (Technical Report),"G Li, M Alhumaidi, S Skiadopoulos, P Kalnis",2025,https://arxiv.org/abs/2510.23632,B
"Position papers for the ASCR workshop on visualization for scientific discovery, decision-making, and communication","PT Bremer, G Tourassi, W Bethel, K Gaither",2021,https://www.osti.gov/biblio/1843572,B
ECNR: Efficient compressive neural representation of time-varying volumetric datasets,"K Tang, C Wang",2023,https://arxiv.org/abs/2311.12831,B
"HiDiver: a suite of methods to merge magnetic resonance histology, light sheet microscopy, and complete brain delineations","GA Johnson, Y Tian, GP Cofer, JC Cook, JC Gee",2022,https://www.biorxiv.org/content/10.1101/2022.02.10.479607.abstract,B
The future of coastal monitoring through satellite remote sensing,"S Vitousek, D Buscombe, K Vos, PL Barnard",2023,https://www.cambridge.org/core/journals/cambridge-prisms-coastal-futures/article/future-of-coastal-monitoring-through-satellite-remote-sensing/CEDC8CD6260C8FA6E10DD148AE50BF4E,B
Correlation-aware probabilistic data summarization for large-scale multi-block scientific data visualization,"Y Yang, K Lu, Y Wu, Y Wang",2023,https://ieeexplore.ieee.org/abstract/document/10897702/,B
V2V: A deep learning approach to variable-to-variable selection and translation for multivariate time-varying data,"J Han, H Zheng, Y Xing, DZ Chen",2020,https://ieeexplore.ieee.org/abstract/document/9230431/,B
Learning multiscale convolutional dictionaries for image reconstruction,"T Liu, A Chaman, D Belius",2022,https://ieeexplore.ieee.org/abstract/document/9775596/,B
In Situ Statistical Distribution-Based Data Summarization and Visual Analysis,"S Dutta, S Hazarika, HW Shen",2022,https://link.springer.com/chapter/10.1007/978-3-030-81627-8_4,B
High-Resolution Early Warning Systems Using DL: Part I-Elevation-Integrated Temperature and Precipitation SRGAN Downscaling (E-TEPS),"A Shafei, F Cioffi",2024,https://www.preprints.org/frontend/manuscript/416beacaf13c380e1f088b1acc9bc3f7/download_pub,B
Photon field networks for dynamic real-time volumetric global illumination,"D Bauer, Q Wu, KL Ma",2023,https://ieeexplore.ieee.org/abstract/document/10297590/,B
2022 review of data-driven plasma science,"R Anirudh, R Archibald, MS Asif",2023,https://ieeexplore.ieee.org/abstract/document/10214236/,B
A Prediction‐Traversal Approach for Compressing Scientific Data on Unstructured Meshes with Bounded Error,"C Ren, X Liang, H Guo",2024,https://onlinelibrary.wiley.com/doi/abs/10.1111/cgf.15097,B
AI-Driven Geometric Modeling and Analysis for Medical Imaging and Scientific Data,D An,2026,https://curate.nd.edu/articles/thesis/AI-Driven_Geometric_Modeling_and_Analysis_for_Medical_Imaging_and_Scientific_Data/31831444,B
ScalarGCN: scalar-value association analysis of volumes based on graph convolutional network,"X He, Y Tao, S Yang, C Chen, H Lin",2022,https://link.springer.com/article/10.1007/s12650-021-00779-7,B
IPComp: Interpolation Based Progressive Lossy Compression for Scientific Applications,"Z Yang, S Di, L Zhang, R Li, X Li, J Huang",2025,https://dl.acm.org/doi/abs/10.1145/3731545.3731578,B
Physics-Informed Active Learning via Functional Simulated Annealing for Neural Operator,"A Ding, S Wang, H Wang, R Xu, Y Deng",2025,https://epubs.siam.org/doi/abs/10.1137/1.9781611978933.14,B
LLMComp: A Language Modeling Paradigm for Error-Bounded Scientific Data Compression,"G Li, M Alhumaidi, S Skiadopoulos, P Kalnis",2025,https://repository.kaust.edu.sa/items/d83895ad-4fbe-434d-b506-2802b174b360,B
Statistical downscaling of SEVIRI land surface temperature to WRF near-surface air temperature using a deep learning model,"A Afshari, J Vogel, G Chockalingam",2023,https://www.mdpi.com/2072-4292/15/18/4447,B
Multimodal issues and key technologies in ocean observation data: A review,"J Nie, Z Zuo, X Liang, M Ye, N Song",2025,https://ieeexplore.ieee.org/abstract/document/11087684/,B
Mechanistic neural networks for scientific machine learning,"A Pervez, F Locatello, E Gavves",2024,https://arxiv.org/abs/2402.13077,B
Applications of physics informed neural operators,"SG Rosofsky, H Al Majed",2023,https://iopscience.iop.org/article/10.1088/2632-2153/acd168/meta,B
Model-based Visual Analytics of Big Data: Challenges and Opportunities,"S Dutta, D Banesh, LT Lo, R Bujack, D Rogers",NA,,B
Visual analysis of prediction uncertainty in neural networks for deep image synthesis,"S Dutta, F Nizar, A Amaan",2024,https://ieeexplore.ieee.org/abstract/document/10541088/,B
Shifting time: time-series forecasting with Khatri-Rao neural operators,"S Dama, K Course, PB Nair",2025,https://openreview.net/forum?id=emkdmORaj4,B
Efficient and portable distribution modeling for large-scale scientific data processing with data-parallel primitives,"HY Yang, ZR Lin, KC Wang",2021,https://www.mdpi.com/1999-4893/14/10/285,B
Tracking Structural Patterns in Early Brain Growth: an Automated Pipeline for Longitudinal Fetal and Neonatal MRI,"F Correnti, S Fiori, R Guerrini",2025,https://ieeexplore.ieee.org/abstract/document/11340175/,B
Fusion of multi-source precipitation records via coordinate-based generative models,"S Sun, C Nai, B Pan, W Li, L Li, X Li",2025,https://www.nature.com/articles/s41467-025-67987-9,B
VDL-Surrogate: A view-dependent latent-based model for parameter space exploration of ensemble simulations,"N Shi, J Xu, H Li, H Guo, J Woodring",2022,https://ieeexplore.ieee.org/abstract/document/9904429/,B
Source Identification: A Self-Supervision Task for Dense Prediction,"S Chen, S Kayal, M de Bruijne",2023,https://arxiv.org/abs/2307.02238,B
Generation of structurally realistic retinal fundus images with diffusion models,"S Go, Y Ji, SJ Park, S Lee",2024,https://openaccess.thecvf.com/content/CVPR2024W/DCAMI/html/Go_Generation_of_Structurally_Realistic_Retinal_Fundus_Images_with_Diffusion_Models_CVPRW_2024_paper.html,B
"On Scientific Foundation Models: Rigorous Definitions, Key Applications, and a Survey","SS Menon, T Mondal, S Brahmachary, A Panda",NA,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5409063,B
Measuring fine-grained urban air temperature with satellite imagery,"M Song, S Han, S Lee, D Ahn, J Kim",2025,https://ojs.aaai.org/index.php/AAAI/article/view/35061,B
Conditionally strongly log-concave generative models,"F Guth, E Lempereur, J Bruna",2023,https://proceedings.mlr.press/v202/guth23a.html,B
Enhancing operational wind downscaling capabilities over Canada: Application of a Conditional Wasserstein GAN methodology,"J Guevara, V Nascimento, J Schmude, D Salles",2024,https://arxiv.org/abs/2412.06958,B
Validation of the weak-lensing power spectrum and point-spread function residuals for Euclid,W Jingwei,2023,https://www.cosmostat.org/wp-content/uploads/2023/09/Internship_report_Jingwei_Wang.pdf,B
Hair and artifact removal in dermoscopic images using deep learning for enhanced skin cancer detection,"NG Hammouda, M Shalaby, RHC Alfilh, NSS Singh",2026,https://www.nature.com/articles/s41598-026-44545-x,B
Earth system data cubes: Avenues for advancing earth system research,"D Montero, G Kraemer, A Anghelea",2024,https://www.cambridge.org/core/journals/environmental-data-science/article/earth-system-data-cubes-avenues-for-advancing-earth-system-research/C49F497A29699C7A1A6A2830755CAA6D,B
Immersive analysis of multi-scalar field point clouds,AI Flach,2025,https://elib.uni-stuttgart.de/server/api/core/bitstreams/348ad329-b22b-46bc-8aa3-279a96b404fe/content,B
Data Engineering,"T Heinis, F Tauheed, M Pavlovic, A Ailamaki",NA,,B
Volseggs: Segmentation and tracking in dynamic volumetric scenes via deformable 3d gaussians,"S Yao, C Wang",2025,https://ieeexplore.ieee.org/abstract/document/11295944/,B
Gaussian Mixture Model-Based Splatting for Rapid Rendering and Time Series Analysis of Large-Scale Particle Data,"R Peng, G Li, Z Wang, Y Dong, T Zhang",2026,https://ieeexplore.ieee.org/abstract/document/11429167/,B
Neural implicit flow: a mesh-agnostic dimensionality reduction paradigm of spatio-temporal data,"S Pan, SL Brunton, JN Kutz",2023,http://www.jmlr.org/papers/v24/22-0365.html,B
Quality-control Normalization of Fluorescence Microscopy Morphometry and Colocalization Measurements for Improved Accuracy and Cross-instrument …,"J Oreopoulos, G Nelson, M Gastinger, CL Morrison",2025,https://www.biorxiv.org/content/10.1101/2025.10.09.681494.abstract,B
Boosting scientific error-bounded lossy compression through optimized synergistic lossy-lossless orchestration,"S Wu, J Pan, J Liu, J Tian, Z Qiu, J Huang",2025,https://dl.acm.org/doi/abs/10.1145/3712285.3759798,B
An overview of open source deep learning-based libraries for neuroscience,"LF Tshimanga, F Del Pup, M Corbetta, M Atzori",2023,https://www.mdpi.com/2076-3417/13/9/5472,B
FS-RWKV: Leveraging Frequency Spatial-Aware RWKV for 3T-to-7T MRI Translation,"Y Lei, Z Li, Y Liu, X Chen",2025,https://ieeexplore.ieee.org/abstract/document/11356228/,B
Flowbench: A large scale benchmark for flow simulation over complex geometries,"R Tali, A Rabeh, CH Yang, M Shadkhah",2024,https://arxiv.org/abs/2409.18032,B
Scalable Extraction and Visualization of Scientific Features with Load-Balanced Parallelism,J Xu,2021,https://search.proquest.com/openview/cb1b48dbb96f94d94024342e0d159816/1?pq-origsite=gscholar&cbl=18750&diss=y,B
UnrealVis: A Testing Laboratory of Optimization Techniques in Unreal Engine for Scientific Visualization,"M Filosa, A Nardocci, T Catarci, M Angelini",2026,https://arxiv.org/abs/2604.02980,B
ConfEviSurrogate: A Conformalized Evidential Surrogate Model for Uncertainty Quantification,"Y Duan, X Zhao, N Shi, HW Shen",2025,https://arxiv.org/abs/2504.02919,B
SciPro Arena: a Case Study of AI Agent Capabilities in Scientific Analysis Tasks,"WJ Gene, A Midha, J Tennyson, WL Chiang, I Stoica",NA,https://openreview.net/forum?id=ZU9O206WAr,B
Machine learning on neutron and x-ray scattering and spectroscopies,"Z Chen, N Andrejevic, NC Drucker, T Nguyen",2021,https://pubs.aip.org/aip/cpr/article/2/3/031301/138019,B
STeP: A Framework for Solving Scientific Video Inverse Problems with Spatiotemporal Diffusion Priors,"B Zhang, Z Wu, BT Feng, Y Song, Y Yue",2025,https://arxiv.org/abs/2504.07549,B
[Short] Towards Large-Scale Heterogeneous Data Organization for Scientific Foundation Models: A Nuclear Fusion Case Study,"N Chen, K Bouchiat, P Steiner, A Jalalvand, SK Kim",NA,https://openreview.net/forum?id=dJX9Eu3LEI,B
EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed-and GPU-Parallel Lossy Compression,"Y Li, M Xia, X Liang, B Wang, H Guo",2026,https://arxiv.org/abs/2604.01397,B
Fast Single-Layer Reconstruction for Three-Dimensional Structured Illumination Microscopy,"M Lei, ZJ Wang, T Zhao, Y Liang, S Wang",NA,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4174217,B
Scalable 3D reconstruction for X-ray single particle imaging with online machine learning,"J Shenoy, A Levy, K Ayyer, F Poitevin",2025,https://www.nature.com/articles/s41467-025-62226-7,B
Constructing and Assessing Surrogates for Volume Visualization Using Neural Networks,K Jiang,2022,https://search.proquest.com/openview/45e11ee603a7c9c07744cf02fe33f610/1?pq-origsite=gscholar&cbl=18750&diss=y,B
ParamsDrag: Interactive Parameter Space Exploration via Image-Space Dragging,"G Li, Y Liu, G Shan, S Cheng, W Cao",2024,https://ieeexplore.ieee.org/abstract/document/10669762/,B
Topology Guidance: Controlling the Outputs of Generative Models via Vector Field Topology,"X Wang, M Berger",2025,https://arxiv.org/abs/2505.06804,B
Smooth velocity fields for tracking climate change,"I Gaponenko, G Rohat, S Goyette, P Paruch",2022,https://www.nature.com/articles/s41598-022-07056-z,B
Classification of rock thin section lmages based on SENet-ConvNeXt-FL,"F Dong, K Li, Z Sun, C Zhou, D Zhang, D Ren",2025,https://link.springer.com/article/10.1007/s13146-025-01140-x,B
Human Visual Transduction Mechanism-Inspired Adaptive Enhancement Network during Endoscopy,"X Ren, W Zhou, M Jin, W Liang",2025,https://ieeexplore.ieee.org/abstract/document/11106676/,B
Coronary Artery Segmentation and Vessel-Type Classification in X-Ray Angiography,"M Yousefzadeh, SS Barough, A Fakharifar",2026,https://arxiv.org/abs/2601.17429,B
Physical Constraints-Aware Machine Learning Models for Vascular Image Analysis,S Shit,2023,https://mediatum.ub.tum.de/1694738,B
Enhancing PM2.5 exposure assessment across China with a novel urban–rural balanced estimation framework,"Y Ding, S Li, J Xing, J Dong, J Yang, W Ni",2026,https://www.tandfonline.com/doi/abs/10.1080/10095020.2026.2624335,B
Applications in Energy and Combustion Science BLASTNet: A Call for Community-Involved Big Data in Combustion Machine Learning.,"WT Chung, K Jung, J Chen, M Ihme",2022,https://www.osti.gov/servlets/purl/2004128,B
Machine Learning Difference Charge Density,"X Li, LL Hong, Y Chen, H Xiang",2025,https://arxiv.org/abs/2510.00788,B
Composite bayesian optimization in function spaces using neon—neural epistemic operator networks,"LF Guilhoto, P Perdikaris",2024,https://www.nature.com/articles/s41598-024-79621-7,B
Machine learning techniques for data reduction of cfd applications,"J Lee, KS Jung, Q Gong, X Li, S Klasky, J Chen",2024,https://arxiv.org/abs/2404.18063,B
