analysis_family,design_or_contrast_id,effect_or_contrast_label,metric,mean_raw_effect,mean_oriented_effect,median_oriented_effect,iid_ci95_low,iid_ci95_high,block6_ci95_low,block6_ci95_high,block12_ci95_low,block12_ci95_high,block24_ci95_low,block24_ci95_high,positive_rate,interpretation_scope
B_FACTORIAL_2x3,speed,speed,mt_distance,0.030076361128262112,-0.030076361128262112,-0.03681468963623047,-0.05412634744175843,-0.006490110499518258,-0.06339202347610677,0.0038558012318043095,-0.06878035302673068,0.009266873147516005,-0.07570744169255098,0.014898987291824244,0.38095238095238093,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_FACTORIAL_2x3,grad,grad,mt_distance,0.18601601251534053,-0.18601601251534053,-0.11613291501998901,-0.25744402050262405,-0.11603276782802179,-0.3250302759841794,-0.06402437126352675,-0.3376385098944108,-0.051020794432787675,-0.33575093402039435,-0.062219793526899284,0.3869047619047619,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_FACTORIAL_2x3,levelset,levelset,mt_distance,-0.011362744938759576,0.011362744938759576,0.0071672797203063965,-0.01034751043078445,0.03298273251524993,-0.018541757567297843,0.04563017608154387,-0.023956156930043583,0.05069988873742874,-0.02475719160976864,0.05084280907398177,0.5178571428571429,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_FACTORIAL_2x3,speed:grad,speed:grad,mt_distance,0.06796252088887351,-0.06796252088887351,-0.07593542337417603,-0.09153635957766147,-0.04448059543612458,-0.09859064822750432,-0.035822653096346635,-0.1029076642046372,-0.03275260453422866,-0.10902194762158961,-0.028148243842380388,0.30952380952380953,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_FACTORIAL_2x3,speed:levelset,speed:levelset,mt_distance,-0.08102897022451673,0.08102897022451673,0.08938640356063843,0.05697211044884863,0.10467166272657258,0.04150514164496036,0.11774728276899882,0.030330372796881767,0.12636113610296018,0.019543070133243287,0.1384425897506021,0.7321428571428571,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_FACTORIAL_2x3,grad:levelset,grad:levelset,mt_distance,0.018512121978260222,-0.018512121978260222,-0.01076507568359375,-0.039200809810842785,0.0027540983366114743,-0.04932500161230564,0.014933987618202254,-0.057306995828236854,0.02077541053295127,-0.060458100196861084,0.024988477038485665,0.43452380952380953,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_FACTORIAL_2x3,speed:grad:levelset,speed:grad:levelset,mt_distance,-0.0554136499052956,0.0554136499052956,0.055743396282196045,0.03039164771991117,0.08003929892466181,0.010892691693845252,0.0973208654849302,0.00023493724209921744,0.10578195585736203,-0.012620643065089268,0.12063736614017255,0.6369047619047619,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_SCAFFOLD_CRIT_E2_2x2,crit,crit,mt_distance,-0.047754554521469844,0.047754554521469844,0.057978153228759766,0.01517742474873861,0.08081749652822807,0.004416327817099436,0.08879412983854611,-0.0024165473168804527,0.09280735917744176,-0.012219299127658205,0.09362911521678878,0.6309523809523809,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_SCAFFOLD_CRIT_E2_2x2,e2,e2,mt_distance,-0.4506160872323172,0.4506160872323172,0.4533308744430542,0.37574049514674007,0.5263369653551352,0.35400767574707664,0.5457175719241302,0.3537506144671213,0.5479697115364529,0.35642262803656716,0.5519051474119935,0.8630952380952381,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
B_SCAFFOLD_CRIT_E2_2x2,crit:e2,crit:e2,mt_distance,0.03314046348844256,-0.03314046348844256,-0.042414188385009766,-0.08380724656439963,0.015551104573976418,-0.09987060981137412,0.02999946223128409,-0.10084489392382757,0.0295465230586982,-0.09277214911722001,0.021092397790579566,0.44642857142857145,Factorial contrast among the realized trained models in this design on the fixed 168-sample benchmark; not a universal causal claim about the loss term(s) involved.
